,0,val_loss
0,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 7606, 'nodes_in_layer2': 5856, 'act_fn': 'sigmoid', 'learning_rate': 0.15601864128641788}"
1,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 466, 'act_fn': 'relu', 'learning_rate': 0.6011150121420937}"
2,4.5,"{'nlayers': 3, 'nodes_in_layer1': 166, 'nodes_in_layer2': 7759, 'nodes_in_layer3': 6660, 'act_fn': 'tanh', 'learning_rate': 0.18182496802527565}"
3,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 2435, 'act_fn': 'sigmoid', 'learning_rate': 0.4319450192101708}"
4,3.8,"{'nlayers': 2, 'nodes_in_layer1': 4895, 'nodes_in_layer2': 1117, 'act_fn': 'tanh', 'learning_rate': 0.3663618439273299}"
5,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 6282, 'nodes_in_layer2': 1598, 'act_fn': 'sigmoid', 'learning_rate': 0.5924145692696279}"
6,3.5,"{'nlayers': 1, 'nodes_in_layer1': 4861, 'act_fn': 'tanh', 'learning_rate': 0.06505159392022793}"
7,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7725, 'nodes_in_layer2': 6467, 'nodes_in_layer3': 2438, 'nodes_in_layer4': 782, 'act_fn': 'relu', 'learning_rate': 0.44015249429944886}"
8,3.5,"{'nlayers': 1, 'nodes_in_layer1': 3962, 'act_fn': 'tanh', 'learning_rate': 0.9093204021694616}"
9,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 5301, 'nodes_in_layer2': 2494, 'act_fn': 'sigmoid', 'learning_rate': 0.5467102797965694}"
10,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 7757, 'act_fn': 'relu', 'learning_rate': 0.9394989416246902}"
11,6.2,"{'nlayers': 4, 'nodes_in_layer1': 4784, 'nodes_in_layer2': 7375, 'nodes_in_layer3': 709, 'nodes_in_layer4': 1569, 'act_fn': 'tanh', 'learning_rate': 0.32533033143793405}"
12,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 2172, 'nodes_in_layer2': 6630, 'act_fn': 'sigmoid', 'learning_rate': 0.2809345104064463}"
13,2.7,"{'nlayers': 3, 'nodes_in_layer1': 1128, 'nodes_in_layer2': 6418, 'nodes_in_layer3': 597, 'act_fn': 'relu', 'learning_rate': 0.7722447695244127}"
14,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 45, 'act_fn': 'relu', 'learning_rate': 0.7068573441407597}"
15,4.5,"{'nlayers': 3, 'nodes_in_layer1': 6170, 'nodes_in_layer2': 593, 'nodes_in_layer3': 2868, 'act_fn': 'tanh', 'learning_rate': 0.8631034260124901}"
16,4.5,"{'nlayers': 3, 'nodes_in_layer1': 2648, 'nodes_in_layer2': 509, 'nodes_in_layer3': 2489, 'act_fn': 'tanh', 'learning_rate': 0.7296061786084579}"
17,2.7,"{'nlayers': 3, 'nodes_in_layer1': 7098, 'nodes_in_layer2': 3778, 'nodes_in_layer3': 958, 'act_fn': 'relu', 'learning_rate': 0.7607850488561124}"
18,4.599998164705379,"{'nlayers': 3, 'nodes_in_layer1': 6168, 'nodes_in_layer2': 3951, 'nodes_in_layer3': 4182, 'act_fn': 'sigmoid', 'learning_rate': 0.025419127718676063}"
19,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 252, 'act_fn': 'sigmoid', 'learning_rate': 0.3143559817619707}"
20,2.7,"{'nlayers': 3, 'nodes_in_layer1': 7261, 'nodes_in_layer2': 1995, 'nodes_in_layer3': 3284, 'act_fn': 'relu', 'learning_rate': 0.22879816626282432}"
21,3.5,"{'nlayers': 1, 'nodes_in_layer1': 2319, 'act_fn': 'tanh', 'learning_rate': 0.9296976524128754}"
22,4.4,"{'nlayers': 4, 'nodes_in_layer1': 5068, 'nodes_in_layer2': 6972, 'nodes_in_layer3': 6430, 'nodes_in_layer4': 1493, 'act_fn': 'relu', 'learning_rate': 0.5393422423763085}"
23,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 7169, 'nodes_in_layer2': 2545, 'nodes_in_layer3': 881, 'nodes_in_layer4': 1824, 'act_fn': 'sigmoid', 'learning_rate': 0.8180147661044783}"
24,6.2,"{'nlayers': 4, 'nodes_in_layer1': 57, 'nodes_in_layer2': 4086, 'nodes_in_layer3': 3340, 'nodes_in_layer4': 1778, 'act_fn': 'tanh', 'learning_rate': 0.3376151720660128}"
25,4.4,"{'nlayers': 4, 'nodes_in_layer1': 2586, 'nodes_in_layer2': 4151, 'nodes_in_layer3': 5624, 'nodes_in_layer4': 2910, 'act_fn': 'relu', 'learning_rate': 0.962447294979664}"
26,3.8,"{'nlayers': 2, 'nodes_in_layer1': 3978, 'nodes_in_layer2': 2408, 'act_fn': 'tanh', 'learning_rate': 0.03688694831764585}"
27,2.7,"{'nlayers': 3, 'nodes_in_layer1': 4022, 'nodes_in_layer2': 413, 'nodes_in_layer3': 2230, 'act_fn': 'relu', 'learning_rate': 0.23956189142741055}"
28,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 3916, 'act_fn': 'relu', 'learning_rate': 0.24205527226944515}"
29,4.6,"{'nlayers': 3, 'nodes_in_layer1': 6093, 'nodes_in_layer2': 1902, 'nodes_in_layer3': 5826, 'act_fn': 'sigmoid', 'learning_rate': 0.6323058309612737}"
30,4.5,"{'nlayers': 3, 'nodes_in_layer1': 4287, 'nodes_in_layer2': 723, 'nodes_in_layer3': 6683, 'act_fn': 'tanh', 'learning_rate': 0.18651851121333574}"
31,1.6102819672980764,"{'nlayers': 1, 'nodes_in_layer1': 4728, 'act_fn': 'relu', 'learning_rate': 0.016587829911268323}"
32,2.7,"{'nlayers': 3, 'nodes_in_layer1': 1813, 'nodes_in_layer2': 5162, 'nodes_in_layer3': 1396, 'act_fn': 'relu', 'learning_rate': 0.3867353469138021}"
33,4.4,"{'nlayers': 4, 'nodes_in_layer1': 1101, 'nodes_in_layer2': 2729, 'nodes_in_layer3': 909, 'nodes_in_layer4': 7398, 'act_fn': 'relu', 'learning_rate': 0.257941628457214}"
34,4.5,"{'nlayers': 3, 'nodes_in_layer1': 6538, 'nodes_in_layer2': 4442, 'nodes_in_layer3': 4238, 'act_fn': 'tanh', 'learning_rate': 0.09310276871279645}"
35,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7203, 'nodes_in_layer2': 5065, 'nodes_in_layer3': 2713, 'nodes_in_layer4': 2794, 'act_fn': 'relu', 'learning_rate': 0.8971102600554668}"
36,4.4,"{'nlayers': 4, 'nodes_in_layer1': 6239, 'nodes_in_layer2': 5137, 'nodes_in_layer3': 674, 'nodes_in_layer4': 1294, 'act_fn': 'relu', 'learning_rate': 0.6064290600531609}"
37,3.3420232445808224,"{'nlayers': 1, 'nodes_in_layer1': 813, 'act_fn': 'sigmoid', 'learning_rate': 0.005061584841157103}"
38,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 4390, 'act_fn': 'relu', 'learning_rate': 0.6519612598506392}"
39,3.5,"{'nlayers': 1, 'nodes_in_layer1': 5698, 'act_fn': 'tanh', 'learning_rate': 0.32539969883386805}"
40,4.6,"{'nlayers': 3, 'nodes_in_layer1': 5197, 'nodes_in_layer2': 6794, 'nodes_in_layer3': 5261, 'act_fn': 'sigmoid', 'learning_rate': 0.09367476873441771}"
41,2.0,"{'nlayers': 2, 'nodes_in_layer1': 2122, 'nodes_in_layer2': 1953, 'act_fn': 'relu', 'learning_rate': 0.3930977252736627}"
42,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 5049, 'nodes_in_layer2': 6359, 'nodes_in_layer3': 4022, 'nodes_in_layer4': 4616, 'act_fn': 'sigmoid', 'learning_rate': 0.1952429886028015}"
43,4.5,"{'nlayers': 3, 'nodes_in_layer1': 2247, 'nodes_in_layer2': 196, 'nodes_in_layer3': 5164, 'act_fn': 'tanh', 'learning_rate': 0.9404585844124557}"
44,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 7319, 'nodes_in_layer2': 2962, 'nodes_in_layer3': 125, 'nodes_in_layer4': 7427, 'act_fn': 'sigmoid', 'learning_rate': 0.9666548190770148}"
45,6.2,"{'nlayers': 4, 'nodes_in_layer1': 6824, 'nodes_in_layer2': 2356, 'nodes_in_layer3': 3081, 'nodes_in_layer4': 6809, 'act_fn': 'tanh', 'learning_rate': 0.16949274751659973}"
46,4.5,"{'nlayers': 3, 'nodes_in_layer1': 7489, 'nodes_in_layer2': 5569, 'nodes_in_layer3': 4561, 'act_fn': 'tanh', 'learning_rate': 0.6150072270841626}"
47,4.4,"{'nlayers': 4, 'nodes_in_layer1': 1122, 'nodes_in_layer2': 4147, 'nodes_in_layer3': 7019, 'nodes_in_layer4': 5926, 'act_fn': 'relu', 'learning_rate': 0.7024840842846252}"
48,2.0,"{'nlayers': 2, 'nodes_in_layer1': 2349, 'nodes_in_layer2': 6475, 'act_fn': 'relu', 'learning_rate': 0.8670723187130314}"
49,4.4,"{'nlayers': 4, 'nodes_in_layer1': 4091, 'nodes_in_layer2': 4013, 'nodes_in_layer3': 6387, 'nodes_in_layer4': 5200, 'act_fn': 'relu', 'learning_rate': 0.7957926696403084}"
50,6.2,"{'nlayers': 4, 'nodes_in_layer1': 2705, 'nodes_in_layer2': 3005, 'nodes_in_layer3': 753, 'nodes_in_layer4': 4627, 'act_fn': 'tanh', 'learning_rate': 0.4655980186668622}"
51,4.5,"{'nlayers': 3, 'nodes_in_layer1': 2293, 'nodes_in_layer2': 4727, 'nodes_in_layer3': 245, 'act_fn': 'tanh', 'learning_rate': 0.8226005608370577}"
52,2.0,"{'nlayers': 2, 'nodes_in_layer1': 1017, 'nodes_in_layer2': 4178, 'act_fn': 'relu', 'learning_rate': 0.21582102828102215}"
53,4.6,"{'nlayers': 3, 'nodes_in_layer1': 684, 'nodes_in_layer2': 414, 'nodes_in_layer3': 4251, 'act_fn': 'sigmoid', 'learning_rate': 0.6374299018607766}"
54,2.7,"{'nlayers': 3, 'nodes_in_layer1': 7807, 'nodes_in_layer2': 4131, 'nodes_in_layer3': 2584, 'act_fn': 'relu', 'learning_rate': 0.270832251991242}"
55,2.0,"{'nlayers': 2, 'nodes_in_layer1': 629, 'nodes_in_layer2': 204, 'act_fn': 'relu', 'learning_rate': 0.8359801206762257}"
56,4.5,"{'nlayers': 3, 'nodes_in_layer1': 3272, 'nodes_in_layer2': 1387, 'nodes_in_layer3': 1252, 'act_fn': 'tanh', 'learning_rate': 0.5492266651568938}"
57,2.7,"{'nlayers': 3, 'nodes_in_layer1': 5282, 'nodes_in_layer2': 2240, 'nodes_in_layer3': 7639, 'act_fn': 'relu', 'learning_rate': 0.5543540529570467}"
58,2.3578051802008217,"{'nlayers': 3, 'nodes_in_layer1': 3357, 'nodes_in_layer2': 1983, 'nodes_in_layer3': 2848, 'act_fn': 'relu', 'learning_rate': 0.01439348961536238}"
59,3.5,"{'nlayers': 1, 'nodes_in_layer1': 369, 'act_fn': 'tanh', 'learning_rate': 0.8554605841555466}"
60,4.6,"{'nlayers': 3, 'nodes_in_layer1': 3794, 'nodes_in_layer2': 784, 'nodes_in_layer3': 3933, 'act_fn': 'sigmoid', 'learning_rate': 0.1732018707368133}"
61,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 3189, 'nodes_in_layer2': 4927, 'act_fn': 'sigmoid', 'learning_rate': 0.04530401072674051}"
62,2.0,"{'nlayers': 2, 'nodes_in_layer1': 5007, 'nodes_in_layer2': 4026, 'act_fn': 'relu', 'learning_rate': 0.6586936319602513}"
63,3.5999997355847055,"{'nlayers': 1, 'nodes_in_layer1': 565, 'act_fn': 'sigmoid', 'learning_rate': 0.026511311515110502}"
64,4.6,"{'nlayers': 3, 'nodes_in_layer1': 7522, 'nodes_in_layer2': 4604, 'nodes_in_layer3': 3106, 'act_fn': 'sigmoid', 'learning_rate': 0.4582528910332638}"
65,2.7,"{'nlayers': 3, 'nodes_in_layer1': 7532, 'nodes_in_layer2': 3089, 'nodes_in_layer3': 7690, 'act_fn': 'relu', 'learning_rate': 0.1957911355935053}"
66,3.5,"{'nlayers': 1, 'nodes_in_layer1': 807, 'act_fn': 'tanh', 'learning_rate': 0.09444296166148544}"
67,4.5,"{'nlayers': 3, 'nodes_in_layer1': 570, 'nodes_in_layer2': 2552, 'nodes_in_layer3': 6759, 'act_fn': 'tanh', 'learning_rate': 0.8144684827744673}"
68,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 946, 'nodes_in_layer2': 5574, 'act_fn': 'sigmoid', 'learning_rate': 0.8774720136495809}"
69,2.7,"{'nlayers': 3, 'nodes_in_layer1': 6428, 'nodes_in_layer2': 2257, 'nodes_in_layer3': 1420, 'act_fn': 'relu', 'learning_rate': 0.8068347394604293}"
70,4.4,"{'nlayers': 4, 'nodes_in_layer1': 3302, 'nodes_in_layer2': 2977, 'nodes_in_layer3': 6212, 'nodes_in_layer4': 2727, 'act_fn': 'relu', 'learning_rate': 0.8584127519845991}"
71,3.8,"{'nlayers': 2, 'nodes_in_layer1': 6007, 'nodes_in_layer2': 6037, 'act_fn': 'tanh', 'learning_rate': 0.9025529067770137}"
72,3.638231212954522,"{'nlayers': 3, 'nodes_in_layer1': 6612, 'nodes_in_layer2': 2561, 'nodes_in_layer3': 7164, 'act_fn': 'sigmoid', 'learning_rate': 0.010837652469460708}"
73,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 731, 'nodes_in_layer2': 2555, 'nodes_in_layer3': 7601, 'nodes_in_layer4': 7605, 'act_fn': 'sigmoid', 'learning_rate': 0.631837212537962}"
74,2.0,"{'nlayers': 2, 'nodes_in_layer1': 2346, 'nodes_in_layer2': 2630, 'act_fn': 'relu', 'learning_rate': 0.7523745296853055}"
75,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 6317, 'nodes_in_layer2': 731, 'nodes_in_layer3': 3956, 'nodes_in_layer4': 461, 'act_fn': 'sigmoid', 'learning_rate': 0.44153050193184656}"
76,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 2808, 'nodes_in_layer2': 937, 'nodes_in_layer3': 1145, 'nodes_in_layer4': 6092, 'act_fn': 'sigmoid', 'learning_rate': 0.10112267702166756}"
77,3.5,"{'nlayers': 1, 'nodes_in_layer1': 5608, 'act_fn': 'tanh', 'learning_rate': 0.8218600594684962}"
78,4.6,"{'nlayers': 3, 'nodes_in_layer1': 652, 'nodes_in_layer2': 680, 'nodes_in_layer3': 7893, 'act_fn': 'sigmoid', 'learning_rate': 0.3706421476962488}"
79,6.2,"{'nlayers': 4, 'nodes_in_layer1': 7578, 'nodes_in_layer2': 7888, 'nodes_in_layer3': 6027, 'nodes_in_layer4': 3011, 'act_fn': 'tanh', 'learning_rate': 0.7771469161502899}"
80,3.696787658303542,"{'nlayers': 3, 'nodes_in_layer1': 3394, 'nodes_in_layer2': 7251, 'nodes_in_layer3': 890, 'act_fn': 'sigmoid', 'learning_rate': 0.011353645756065425}"
81,3.8,"{'nlayers': 2, 'nodes_in_layer1': 451, 'nodes_in_layer2': 951, 'act_fn': 'tanh', 'learning_rate': 0.6492103024668533}"
82,4.5,"{'nlayers': 3, 'nodes_in_layer1': 4667, 'nodes_in_layer2': 7697, 'nodes_in_layer3': 3000, 'act_fn': 'tanh', 'learning_rate': 0.8685991283208612}"
83,3.5,"{'nlayers': 1, 'nodes_in_layer1': 7706, 'act_fn': 'tanh', 'learning_rate': 0.9698788267377602}"
84,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 7129, 'act_fn': 'sigmoid', 'learning_rate': 0.9929647961263355}"
85,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 4431, 'act_fn': 'relu', 'learning_rate': 0.523097844647051}"
86,4.6,"{'nlayers': 3, 'nodes_in_layer1': 5566, 'nodes_in_layer2': 3637, 'nodes_in_layer3': 5021, 'act_fn': 'sigmoid', 'learning_rate': 0.9011580105898309}"
87,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 2248, 'act_fn': 'relu', 'learning_rate': 0.8902637840006525}"
88,3.8,"{'nlayers': 2, 'nodes_in_layer1': 4961, 'nodes_in_layer2': 2220, 'act_fn': 'tanh', 'learning_rate': 0.46369840547628377}"
89,2.0,"{'nlayers': 2, 'nodes_in_layer1': 4670, 'nodes_in_layer2': 623, 'act_fn': 'relu', 'learning_rate': 0.9862107444933922}"
90,2.7,"{'nlayers': 3, 'nodes_in_layer1': 4289, 'nodes_in_layer2': 2477, 'nodes_in_layer3': 6511, 'act_fn': 'relu', 'learning_rate': 0.16261694018227435}"
91,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 6580, 'nodes_in_layer2': 7598, 'nodes_in_layer3': 5806, 'nodes_in_layer4': 4908, 'act_fn': 'sigmoid', 'learning_rate': 0.9327284834212848}"
92,4.4,"{'nlayers': 4, 'nodes_in_layer1': 363, 'nodes_in_layer2': 212, 'nodes_in_layer3': 3012, 'nodes_in_layer4': 6485, 'act_fn': 'relu', 'learning_rate': 0.1504168919531113}"
93,2.7,"{'nlayers': 3, 'nodes_in_layer1': 3048, 'nodes_in_layer2': 7759, 'nodes_in_layer3': 6737, 'act_fn': 'relu', 'learning_rate': 0.46869316032627717}"
94,2.0,"{'nlayers': 2, 'nodes_in_layer1': 2188, 'nodes_in_layer2': 452, 'act_fn': 'relu', 'learning_rate': 0.8129010093171766}"
95,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7973, 'nodes_in_layer2': 4444, 'nodes_in_layer3': 6152, 'nodes_in_layer4': 7558, 'act_fn': 'relu', 'learning_rate': 0.24734810249584957}"
96,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 1034, 'nodes_in_layer2': 7632, 'act_fn': 'sigmoid', 'learning_rate': 0.22864280627481992}"
97,2.7,"{'nlayers': 3, 'nodes_in_layer1': 4945, 'nodes_in_layer2': 2866, 'nodes_in_layer3': 909, 'act_fn': 'relu', 'learning_rate': 0.5203077013834856}"
98,4.4,"{'nlayers': 4, 'nodes_in_layer1': 4162, 'nodes_in_layer2': 6818, 'nodes_in_layer3': 4416, 'nodes_in_layer4': 4488, 'act_fn': 'relu', 'learning_rate': 0.4034828668089142}"
99,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 231, 'act_fn': 'relu', 'learning_rate': 0.620309551733155}"
100,4.6,"{'nlayers': 3, 'nodes_in_layer1': 1705, 'nodes_in_layer2': 1092, 'nodes_in_layer3': 117, 'act_fn': 'sigmoid', 'learning_rate': 0.5899176872647154}"
101,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 3500, 'nodes_in_layer2': 7233, 'act_fn': 'sigmoid', 'learning_rate': 0.5139894896458213}"
102,6.2,"{'nlayers': 4, 'nodes_in_layer1': 3173, 'nodes_in_layer2': 4977, 'nodes_in_layer3': 6899, 'nodes_in_layer4': 7596, 'act_fn': 'tanh', 'learning_rate': 0.9265876252349068}"
103,2.0,"{'nlayers': 2, 'nodes_in_layer1': 2067, 'nodes_in_layer2': 3674, 'act_fn': 'relu', 'learning_rate': 0.49261809450025157}"
104,3.8,"{'nlayers': 2, 'nodes_in_layer1': 5068, 'nodes_in_layer2': 1922, 'act_fn': 'tanh', 'learning_rate': 0.1288797227817695}"
105,3.5,"{'nlayers': 1, 'nodes_in_layer1': 1216, 'act_fn': 'tanh', 'learning_rate': 0.6408747451623399}"
106,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 2766, 'act_fn': 'relu', 'learning_rate': 0.47396164078891073}"
107,4.5,"{'nlayers': 3, 'nodes_in_layer1': 1379, 'nodes_in_layer2': 1539, 'nodes_in_layer3': 328, 'act_fn': 'tanh', 'learning_rate': 0.27859033975336833}"
108,3.5,"{'nlayers': 1, 'nodes_in_layer1': 711, 'act_fn': 'tanh', 'learning_rate': 0.46077876857194705}"
109,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 2915, 'act_fn': 'sigmoid', 'learning_rate': 0.6903948289389704}"
110,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 6395, 'act_fn': 'sigmoid', 'learning_rate': 0.08175903286711288}"
111,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7367, 'nodes_in_layer2': 490, 'nodes_in_layer3': 2216, 'nodes_in_layer4': 6450, 'act_fn': 'relu', 'learning_rate': 0.18452102017185631}"
112,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 2964, 'act_fn': 'sigmoid', 'learning_rate': 0.6182547719120411}"
113,3.8,"{'nlayers': 2, 'nodes_in_layer1': 3701, 'nodes_in_layer2': 5980, 'act_fn': 'tanh', 'learning_rate': 0.2524369450915838}"
114,4.5,"{'nlayers': 3, 'nodes_in_layer1': 7162, 'nodes_in_layer2': 4094, 'nodes_in_layer3': 4257, 'act_fn': 'tanh', 'learning_rate': 0.44741236737604234}"
115,4.5,"{'nlayers': 3, 'nodes_in_layer1': 1941, 'nodes_in_layer2': 2155, 'nodes_in_layer3': 3019, 'act_fn': 'tanh', 'learning_rate': 0.32207916626109917}"
116,3.5,"{'nlayers': 1, 'nodes_in_layer1': 2621, 'act_fn': 'tanh', 'learning_rate': 0.8905272808493677}"
117,4.5,"{'nlayers': 3, 'nodes_in_layer1': 5433, 'nodes_in_layer2': 6314, 'nodes_in_layer3': 3988, 'act_fn': 'tanh', 'learning_rate': 0.5371065422814412}"
118,4.5,"{'nlayers': 3, 'nodes_in_layer1': 5964, 'nodes_in_layer2': 3454, 'nodes_in_layer3': 1022, 'act_fn': 'tanh', 'learning_rate': 0.36308229703555284}"
119,4.6,"{'nlayers': 3, 'nodes_in_layer1': 4567, 'nodes_in_layer2': 2849, 'nodes_in_layer3': 7892, 'act_fn': 'sigmoid', 'learning_rate': 0.23722679249876769}"
120,3.5,"{'nlayers': 1, 'nodes_in_layer1': 1224, 'act_fn': 'tanh', 'learning_rate': 0.1606813740988743}"
121,3.5,"{'nlayers': 1, 'nodes_in_layer1': 2281, 'act_fn': 'tanh', 'learning_rate': 0.8967654247296597}"
122,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 4197, 'act_fn': 'sigmoid', 'learning_rate': 0.9823786169262277}"
123,1.7000000000000002,"{'nlayers': 1, 'nodes_in_layer1': 3183, 'act_fn': 'relu', 'learning_rate': 0.8655071260284731}"
124,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 2064, 'nodes_in_layer2': 1368, 'nodes_in_layer3': 5349, 'nodes_in_layer4': 7435, 'act_fn': 'sigmoid', 'learning_rate': 0.5716126898982872}"
125,3.8,"{'nlayers': 2, 'nodes_in_layer1': 6156, 'nodes_in_layer2': 1497, 'act_fn': 'tanh', 'learning_rate': 0.4254364391909804}"
126,4.5,"{'nlayers': 3, 'nodes_in_layer1': 1940, 'nodes_in_layer2': 920, 'nodes_in_layer3': 4885, 'act_fn': 'tanh', 'learning_rate': 0.5812382218413741}"
127,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 3850, 'act_fn': 'sigmoid', 'learning_rate': 0.05182353777060337}"
128,2.0,"{'nlayers': 2, 'nodes_in_layer1': 1076, 'nodes_in_layer2': 508, 'act_fn': 'relu', 'learning_rate': 0.3223538456523692}"
129,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 2038, 'nodes_in_layer2': 5452, 'nodes_in_layer3': 6082, 'nodes_in_layer4': 4766, 'act_fn': 'sigmoid', 'learning_rate': 0.41184091473542767}"
130,2.0,"{'nlayers': 2, 'nodes_in_layer1': 7436, 'nodes_in_layer2': 6645, 'act_fn': 'relu', 'learning_rate': 0.1242972243612475}"
131,2.7,"{'nlayers': 3, 'nodes_in_layer1': 7507, 'nodes_in_layer2': 1451, 'nodes_in_layer3': 533, 'act_fn': 'relu', 'learning_rate': 0.5744731136054387}"
132,6.2,"{'nlayers': 4, 'nodes_in_layer1': 1119, 'nodes_in_layer2': 6362, 'nodes_in_layer3': 1614, 'nodes_in_layer4': 1310, 'act_fn': 'tanh', 'learning_rate': 0.8145747204168073}"
133,4.6,"{'nlayers': 3, 'nodes_in_layer1': 4185, 'nodes_in_layer2': 2871, 'nodes_in_layer3': 7018, 'act_fn': 'sigmoid', 'learning_rate': 0.8165994396549776}"
134,3.8,"{'nlayers': 2, 'nodes_in_layer1': 3016, 'nodes_in_layer2': 3702, 'act_fn': 'tanh', 'learning_rate': 0.7476093804286418}"
135,4.6,"{'nlayers': 3, 'nodes_in_layer1': 1858, 'nodes_in_layer2': 7197, 'nodes_in_layer3': 3072, 'act_fn': 'sigmoid', 'learning_rate': 0.9064721110580748}"
136,4.6,"{'nlayers': 3, 'nodes_in_layer1': 936, 'nodes_in_layer2': 7519, 'nodes_in_layer3': 5022, 'act_fn': 'sigmoid', 'learning_rate': 0.1392720735241152}"
137,6.2,"{'nlayers': 4, 'nodes_in_layer1': 4961, 'nodes_in_layer2': 4268, 'nodes_in_layer3': 7151, 'nodes_in_layer4': 6309, 'act_fn': 'tanh', 'learning_rate': 0.3117220684838262}"
138,3.5,"{'nlayers': 1, 'nodes_in_layer1': 5952, 'act_fn': 'tanh', 'learning_rate': 0.5698896853014268}"
139,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7014, 'nodes_in_layer2': 2737, 'nodes_in_layer3': 6570, 'nodes_in_layer4': 886, 'act_fn': 'relu', 'learning_rate': 0.12748866320449376}"
140,3.8,"{'nlayers': 2, 'nodes_in_layer1': 6379, 'nodes_in_layer2': 1200, 'act_fn': 'tanh', 'learning_rate': 0.7222525686708137}"
141,4.5,"{'nlayers': 3, 'nodes_in_layer1': 5130, 'nodes_in_layer2': 5552, 'nodes_in_layer3': 4342, 'act_fn': 'tanh', 'learning_rate': 0.3456959941582235}"
142,3.5999999999999996,"{'nlayers': 1, 'nodes_in_layer1': 7268, 'act_fn': 'sigmoid', 'learning_rate': 0.4008514173627885}"
143,3.9000000000000004,"{'nlayers': 2, 'nodes_in_layer1': 7578, 'nodes_in_layer2': 1228, 'act_fn': 'sigmoid', 'learning_rate': 0.5058886793785773}"
144,4.6,"{'nlayers': 3, 'nodes_in_layer1': 146, 'nodes_in_layer2': 6977, 'nodes_in_layer3': 7457, 'act_fn': 'sigmoid', 'learning_rate': 0.6966508241802414}"
145,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 5658, 'nodes_in_layer2': 1221, 'nodes_in_layer3': 4611, 'nodes_in_layer4': 4854, 'act_fn': 'sigmoid', 'learning_rate': 0.7364442358882786}"
146,4.4,"{'nlayers': 4, 'nodes_in_layer1': 7405, 'nodes_in_layer2': 3607, 'nodes_in_layer3': 907, 'nodes_in_layer4': 7879, 'act_fn': 'relu', 'learning_rate': 0.12466268207860416}"
147,6.2,"{'nlayers': 4, 'nodes_in_layer1': 6959, 'nodes_in_layer2': 4151, 'nodes_in_layer3': 4731, 'nodes_in_layer4': 3193, 'act_fn': 'tanh', 'learning_rate': 0.3351972423107037}"
148,4.4,"{'nlayers': 4, 'nodes_in_layer1': 38, 'nodes_in_layer2': 2669, 'nodes_in_layer3': 3186, 'nodes_in_layer4': 4300, 'act_fn': 'relu', 'learning_rate': 0.34634599501961527}"
149,3.8,"{'nlayers': 2, 'nodes_in_layer1': 5900, 'nodes_in_layer2': 3618, 'act_fn': 'tanh', 'learning_rate': 0.4524395166802539}"
